dispute_id,order_id,customer_id,order_date,delivery_date,dispute_date,days_to_dispute,order_amount_inr,customer_avg_order_val,order_value_ratio,reason_code,avs_match,cvv_match,pod_confirmed,address_match,repeat_customer,win_probability_ground_truth,won_dispute
DSP-2024-1387,ORD-800387,CUST-89944,2024-03-14 16:00:00,2024-03-20 16:00:00,2024-04-04 16:00:00,15,6632.77,5620.99,1.18,13.3_not_as_described,1,1,0,0,0,0.2359,0
DSP-2024-1338,ORD-800338,CUST-20702,2024-03-04 17:00:00,2024-03-06 17:00:00,2024-04-04 17:00:00,29,3565.78,4006.49,0.89,13.1_not_received,1,1,0,0,0,0.0405,0
DSP-2024-1385,ORD-800385,CUST-27276,2024-03-14 08:00:00,2024-03-16 08:00:00,2024-04-05 08:00:00,20,2332.91,2405.06,0.97,13.1_not_received,1,1,0,1,0,0.0335,0
DSP-2024-1356,ORD-800356,CUST-60493,2024-03-07 09:00:00,2024-03-09 09:00:00,2024-04-05 09:00:00,27,1511.1,1526.36,0.99,10.4_fraud,0,0,0,1,0,0.0666,0
DSP-2024-1445,ORD-800445,CUST-58888,2024-03-24 16:00:00,2024-03-30 16:00:00,2024-04-05 16:00:00,6,2189.8,4976.82,0.44,13.3_not_as_described,1,1,0,1,0,0.4669,0
DSP-2024-1337,ORD-800337,CUST-76983,2024-03-04 19:00:00,2024-03-08 19:00:00,2024-04-05 19:00:00,28,1314.76,1546.78,0.85,13.1_not_received,1,1,0,1,0,0.0299,0
DSP-2024-1113,ORD-800113,CUST-75633,2024-01-24 20:00:00,2024-01-29 20:00:00,2024-04-05 20:00:00,67,1705.97,2336.95,0.73,10.4_fraud,1,1,1,1,1,0.9553,1
DSP-2024-1408,ORD-800408,CUST-88287,2024-03-19 09:00:00,2024-03-22 09:00:00,2024-04-06 09:00:00,15,1449.75,1685.76,0.86,13.1_not_received,1,1,0,0,0,0.0221,0
DSP-2024-1391,ORD-800391,CUST-14725,2024-03-14 09:00:00,2024-03-16 09:00:00,2024-04-06 09:00:00,21,1662.12,2341.01,0.71,13.1_not_received,1,1,1,0,0,0.8334,1
DSP-2024-1120,ORD-800120,CUST-60100,2024-01-24 11:00:00,2024-01-29 11:00:00,2024-04-06 11:00:00,68,1180.83,952.28,1.24,10.4_fraud,1,1,1,1,0,0.9323,1
DSP-2024-1478,ORD-800478,CUST-72796,2024-03-30 11:00:00,2024-04-05 11:00:00,2024-04-06 11:00:00,1,16611.72,7350.32,2.26,12.6_duplicate,1,1,1,1,1,0.552,1
DSP-2024-1447,ORD-800447,CUST-17507,2024-03-25 14:00:00,2024-03-28 14:00:00,2024-04-06 14:00:00,9,4433.9,3694.92,1.2,10.4_fraud,1,1,1,1,0,0.8676,1
DSP-2024-1362,ORD-800362,CUST-26956,2024-03-09 14:00:00,2024-03-11 14:00:00,2024-04-06 14:00:00,26,1082.85,958.27,1.13,10.4_fraud,1,0,0,1,0,0.1351,0
DSP-2024-1418,ORD-800418,CUST-97889,2024-03-20 15:00:00,2024-03-25 15:00:00,2024-04-06 15:00:00,12,2314.5,2755.36,0.84,13.1_not_received,1,1,1,1,1,0.9415,1
DSP-2024-1370,ORD-800370,CUST-54484,2024-03-12 15:00:00,2024-03-17 15:00:00,2024-04-06 15:00:00,20,1575.8,1529.9,1.03,13.3_not_as_described,1,1,1,1,0,0.2669,0
DSP-2024-1339,ORD-800339,CUST-36393,2024-03-04 19:00:00,2024-03-08 19:00:00,2024-04-06 19:00:00,29,3015.26,1364.37,2.21,13.1_not_received,0,1,1,1,0,0.848,1
DSP-2024-1159,ORD-800159,CUST-40908,2024-01-31 20:00:00,2024-02-03 20:00:00,2024-04-06 20:00:00,63,2380.68,2736.41,0.87,13.3_not_as_described,1,1,1,1,1,0.4655,0
DSP-2024-1268,ORD-800268,CUST-92821,2024-02-20 08:00:00,2024-02-23 08:00:00,2024-04-07 08:00:00,44,792.09,1885.92,0.42,10.4_fraud,0,1,0,1,1,0.2458,0
DSP-2024-1096,ORD-800096,CUST-15542,2024-01-18 08:00:00,2024-01-24 08:00:00,2024-04-07 08:00:00,74,6198.89,4842.88,1.28,13.1_not_received,0,1,1,1,0,0.8495,1
DSP-2024-1335,ORD-800335,CUST-19215,2024-03-04 09:00:00,2024-03-10 09:00:00,2024-04-07 09:00:00,28,824.55,1005.55,0.82,13.1_not_received,1,1,1,0,0,0.7085,1
DSP-2024-1449,ORD-800449,CUST-55510,2024-03-25 10:00:00,2024-03-27 10:00:00,2024-04-07 10:00:00,11,2875.2,3686.16,0.78,10.4_fraud,0,1,0,1,1,0.1612,0
DSP-2024-1422,ORD-800422,CUST-52722,2024-03-19 16:00:00,2024-03-22 16:00:00,2024-04-07 16:00:00,16,1637.3,1098.86,1.49,13.3_not_as_described,0,0,1,1,0,0.32,0
DSP-2024-1340,ORD-800340,CUST-93569,2024-03-06 17:00:00,2024-03-11 17:00:00,2024-04-07 17:00:00,27,2929.7,3804.81,0.77,12.6_duplicate,0,1,0,1,0,0.5019,1
DSP-2024-1460,ORD-800460,CUST-71762,2024-03-27 19:00:00,2024-03-31 19:00:00,2024-04-07 19:00:00,7,1179.32,1310.35,0.9,13.1_not_received,1,1,0,1,0,0.0426,0
DSP-2024-1326,ORD-800326,CUST-29360,2024-03-02 08:00:00,2024-03-04 08:00:00,2024-04-08 08:00:00,35,2598.69,2299.73,1.13,13.1_not_received,1,0,1,0,0,0.8294,1
DSP-2024-1465,ORD-800465,CUST-51628,2024-03-28 14:00:00,2024-04-03 14:00:00,2024-04-08 14:00:00,5,9255.93,2652.13,3.49,12.6_duplicate,0,1,1,1,0,0.4493,0
DSP-2024-1349,ORD-800349,CUST-17490,2024-03-07 14:00:00,2024-03-10 14:00:00,2024-04-08 14:00:00,29,923.24,854.85,1.08,10.4_fraud,1,1,0,0,0,0.4609,0
DSP-2024-1492,ORD-800492,CUST-44831,2024-04-02 15:00:00,2024-04-07 15:00:00,2024-04-08 15:00:00,1,1914.29,1595.24,1.2,10.4_fraud,1,1,1,0,0,0.5052,1
DSP-2024-1490,ORD-800490,CUST-24456,2024-04-01 17:00:00,2024-04-07 17:00:00,2024-04-08 17:00:00,1,3689.24,3726.51,0.99,13.1_not_received,1,1,0,0,0,0.0707,0
DSP-2024-1474,ORD-800474,CUST-32072,2024-03-31 18:00:00,2024-04-06 18:00:00,2024-04-08 18:00:00,2,1732.76,1364.38,1.27,10.4_fraud,0,1,1,1,0,0.0823,0
DSP-2024-1403,ORD-800403,CUST-67920,2024-03-18 08:00:00,2024-03-20 08:00:00,2024-04-09 08:00:00,20,539.15,1382.43,0.39,13.3_not_as_described,0,1,1,1,0,0.514,1
DSP-2024-1425,ORD-800425,CUST-28594,2024-03-22 15:00:00,2024-03-26 15:00:00,2024-04-09 15:00:00,14,5478.93,1733.84,3.16,10.4_fraud,1,0,0,1,1,0.153,0
DSP-2024-1488,ORD-800488,CUST-91067,2024-04-01 08:00:00,2024-04-06 08:00:00,2024-04-10 08:00:00,4,912.06,2338.61,0.39,13.1_not_received,1,1,1,1,1,0.8943,1
DSP-2024-1471,ORD-800471,CUST-51300,2024-03-30 09:00:00,2024-04-03 09:00:00,2024-04-10 09:00:00,7,5098.71,1526.56,3.34,13.1_not_received,1,1,1,1,0,0.8301,1
DSP-2024-1386,ORD-800386,CUST-21595,2024-03-15 09:00:00,2024-03-20 09:00:00,2024-04-10 09:00:00,21,3430.47,3500.48,0.98,10.4_fraud,1,1,0,0,1,0.7097,1
DSP-2024-1442,ORD-800442,CUST-69980,2024-03-25 13:00:00,2024-03-31 13:00:00,2024-04-10 13:00:00,10,1709.41,1726.68,0.99,13.1_not_received,1,1,0,1,0,0.0657,0
DSP-2024-1201,ORD-800201,CUST-92806,2024-02-08 13:00:00,2024-02-11 13:00:00,2024-04-10 13:00:00,59,4200.12,4468.21,0.94,10.4_fraud,1,1,1,0,0,0.5986,1
DSP-2024-1487,ORD-800487,CUST-93456,2024-04-01 20:00:00,2024-04-07 20:00:00,2024-04-10 20:00:00,3,1233.14,1197.22,1.03,13.1_not_received,1,1,1,1,0,0.8356,1
DSP-2024-1475,ORD-800475,CUST-33880,2024-03-31 08:00:00,2024-04-02 08:00:00,2024-04-11 08:00:00,9,2429.74,2730.04,0.89,13.1_not_received,1,0,1,1,0,0.8353,1
DSP-2024-1453,ORD-800453,CUST-52940,2024-03-26 19:00:00,2024-03-29 19:00:00,2024-04-11 19:00:00,13,941.05,1120.3,0.84,13.1_not_received,1,1,1,0,0,0.743,1
DSP-2024-1441,ORD-800441,CUST-59907,2024-03-25 11:00:00,2024-03-31 11:00:00,2024-04-12 11:00:00,12,3927.02,3116.68,1.26,10.4_fraud,1,0,1,1,0,0.1297,0
DSP-2024-1523,ORD-800523,CUST-82969,2024-04-07 12:00:00,2024-04-11 12:00:00,2024-04-12 12:00:00,1,3404.92,3510.23,0.97,13.1_not_received,0,1,0,1,1,0.0982,0
DSP-2024-1389,ORD-800389,CUST-97858,2024-03-13 13:00:00,2024-03-18 13:00:00,2024-04-12 13:00:00,25,1563.47,2084.63,0.75,10.4_fraud,0,1,1,1,1,0.1619,0
DSP-2024-1489,ORD-800489,CUST-96711,2024-04-03 13:00:00,2024-04-06 13:00:00,2024-04-13 13:00:00,7,1964.51,1664.84,1.18,13.1_not_received,1,1,1,1,0,0.8642,1
DSP-2024-1459,ORD-800459,CUST-90738,2024-03-26 15:00:00,2024-03-29 15:00:00,2024-04-14 15:00:00,16,1750.95,1549.51,1.13,10.4_fraud,1,1,1,1,0,0.9075,1
DSP-2024-1499,ORD-800499,CUST-47132,2024-04-04 18:00:00,2024-04-08 18:00:00,2024-04-14 18:00:00,6,3000.76,3489.26,0.86,13.1_not_received,1,1,1,0,0,0.7478,1
DSP-2024-1413,ORD-800413,CUST-50077,2024-03-18 20:00:00,2024-03-20 20:00:00,2024-04-15 20:00:00,26,1495.09,1661.21,0.9,13.1_not_received,0,1,1,1,0,0.7548,1
DSP-2024-1265,ORD-800265,CUST-35186,2024-02-20 21:00:00,2024-02-26 21:00:00,2024-04-15 21:00:00,49,13091.56,4142.9,3.16,12.6_duplicate,1,1,0,0,1,0.4228,0
DSP-2024-1516,ORD-800516,CUST-51552,2024-04-07 10:00:00,2024-04-10 10:00:00,2024-04-16 10:00:00,6,2459.5,1983.47,1.24,13.1_not_received,1,1,0,1,1,0.1063,0
DSP-2024-1508,ORD-800508,CUST-30102,2024-04-05 12:00:00,2024-04-10 12:00:00,2024-04-16 12:00:00,6,1140.27,1357.46,0.84,10.4_fraud,1,1,0,1,1,0.8002,1
DSP-2024-1446,ORD-800446,CUST-95579,2024-03-26 13:00:00,2024-03-28 13:00:00,2024-04-16 13:00:00,19,5250.66,1909.33,2.75,10.4_fraud,1,1,0,1,0,0.5913,1
DSP-2024-1439,ORD-800439,CUST-27140,2024-03-24 15:00:00,2024-03-26 15:00:00,2024-04-16 15:00:00,21,2763.3,3070.33,0.9,13.1_not_received,1,1,1,1,1,0.9248,1
DSP-2024-1520,ORD-800520,CUST-83903,2024-04-09 17:00:00,2024-04-13 17:00:00,2024-04-16 17:00:00,3,1232.12,1735.38,0.71,13.1_not_received,1,1,1,1,0,0.8712,1
DSP-2024-1411,ORD-800411,CUST-25120,2024-03-19 17:00:00,2024-03-22 17:00:00,2024-04-16 17:00:00,25,1110.09,1337.46,0.83,10.4_fraud,1,1,1,1,0,0.8691,1
DSP-2024-1390,ORD-800390,CUST-67745,2024-03-14 19:00:00,2024-03-20 19:00:00,2024-04-16 19:00:00,27,2240.52,2055.52,1.09,13.1_not_received,1,1,1,0,0,0.7839,1
DSP-2024-1504,ORD-800504,CUST-96135,2024-04-05 19:00:00,2024-04-09 19:00:00,2024-04-16 19:00:00,7,5148.45,1660.79,3.1,12.6_duplicate,1,1,1,1,0,0.3689,0
DSP-2024-1477,ORD-800477,CUST-78147,2024-03-31 20:00:00,2024-04-02 20:00:00,2024-04-16 20:00:00,14,2991.18,3603.83,0.83,13.3_not_as_described,0,1,1,1,1,0.669,1
DSP-2024-1482,ORD-800482,CUST-19465,2024-03-30 10:00:00,2024-04-02 10:00:00,2024-04-17 10:00:00,15,9125.92,3740.13,2.44,10.4_fraud,1,0,0,1,0,0.0415,0
DSP-2024-1541,ORD-800541,CUST-12395,2024-04-11 11:00:00,2024-04-13 11:00:00,2024-04-17 11:00:00,4,602.12,802.83,0.75,13.1_not_received,1,0,0,1,0,0.0513,0
DSP-2024-1522,ORD-800522,CUST-75077,2024-04-07 20:00:00,2024-04-13 20:00:00,2024-04-17 20:00:00,4,458.16,1477.93,0.31,13.1_not_received,1,1,1,1,0,0.8739,1
DSP-2024-1537,ORD-800537,CUST-48485,2024-04-10 08:00:00,2024-04-13 08:00:00,2024-04-18 08:00:00,5,3041.15,4109.66,0.74,13.1_not_received,0,1,1,1,0,0.8581,1
DSP-2024-1548,ORD-800548,CUST-95447,2024-04-14 21:00:00,2024-04-16 21:00:00,2024-04-18 21:00:00,2,3224.14,1395.73,2.31,13.1_not_received,1,1,1,1,1,0.8507,1
DSP-2024-1558,ORD-800558,CUST-19808,2024-04-14 10:00:00,2024-04-18 10:00:00,2024-04-19 10:00:00,1,1145.38,1070.45,1.07,10.4_fraud,0,1,1,0,0,0.0709,0
DSP-2024-1476,ORD-800476,CUST-64766,2024-03-30 12:00:00,2024-04-02 12:00:00,2024-04-19 12:00:00,17,4052.56,2110.71,1.92,10.4_fraud,0,0,1,1,1,0.2462,0
DSP-2024-1423,ORD-800423,CUST-25588,2024-03-19 13:00:00,2024-03-21 13:00:00,2024-04-19 13:00:00,29,4319.01,3691.46,1.17,13.3_not_as_described,0,1,1,1,0,0.2955,0
DSP-2024-1519,ORD-800519,CUST-83414,2024-04-07 14:00:00,2024-04-12 14:00:00,2024-04-19 14:00:00,7,2420.9,2350.39,1.03,13.1_not_received,1,1,1,1,0,0.7529,1
DSP-2024-1557,ORD-800557,CUST-90934,2024-04-13 18:00:00,2024-04-18 18:00:00,2024-04-19 18:00:00,1,1614.26,1582.61,1.02,10.4_fraud,1,1,1,1,1,0.9523,1
DSP-2024-1517,ORD-800517,CUST-32658,2024-04-07 18:00:00,2024-04-11 18:00:00,2024-04-19 18:00:00,8,8942.63,2857.07,3.13,13.1_not_received,1,1,0,1,0,0.0634,0
DSP-2024-1438,ORD-800438,CUST-98667,2024-03-24 18:00:00,2024-03-28 18:00:00,2024-04-19 18:00:00,22,3651.45,3147.8,1.16,10.4_fraud,1,0,1,1,0,0.0742,0
DSP-2024-1452,ORD-800452,CUST-66792,2024-03-27 08:00:00,2024-03-29 08:00:00,2024-04-20 08:00:00,22,2167.37,934.21,2.32,13.3_not_as_described,1,1,1,1,0,0.2183,0
DSP-2024-1436,ORD-800436,CUST-74514,2024-03-22 09:00:00,2024-03-28 09:00:00,2024-04-20 09:00:00,23,2158.22,914.5,2.36,10.4_fraud,0,1,1,1,0,0.0695,0
DSP-2024-1455,ORD-800455,CUST-84466,2024-03-25 17:00:00,2024-03-29 17:00:00,2024-04-20 17:00:00,22,722.05,811.29,0.89,10.4_fraud,1,0,1,1,0,0.1303,0
DSP-2024-1564,ORD-800564,CUST-53168,2024-04-15 09:00:00,2024-04-18 09:00:00,2024-04-21 09:00:00,3,871.97,846.57,1.03,10.4_fraud,1,1,0,1,1,0.8423,1
DSP-2024-1378,ORD-800378,CUST-92809,2024-03-11 10:00:00,2024-03-13 10:00:00,2024-04-21 10:00:00,39,5148.18,4476.68,1.15,10.4_fraud,0,1,0,1,0,0.0934,0
DSP-2024-1315,ORD-800315,CUST-27706,2024-02-28 10:00:00,2024-03-05 10:00:00,2024-04-21 10:00:00,47,4901.81,6714.81,0.73,13.3_not_as_described,1,0,1,1,0,0.2194,0
DSP-2024-1404,ORD-800404,CUST-54674,2024-03-16 10:00:00,2024-03-21 10:00:00,2024-04-21 10:00:00,31,2893.84,3288.45,0.88,10.4_fraud,1,1,1,1,0,0.8579,1
DSP-2024-1424,ORD-800424,CUST-14102,2024-03-22 15:00:00,2024-03-28 15:00:00,2024-04-21 15:00:00,24,1757.45,1612.34,1.09,13.3_not_as_described,1,0,1,1,0,0.3362,0
DSP-2024-1554,ORD-800554,CUST-20236,2024-04-13 18:00:00,2024-04-16 18:00:00,2024-04-21 18:00:00,5,2112.83,6402.52,0.33,10.4_fraud,1,1,0,1,0,0.7035,1
DSP-2024-1534,ORD-800534,CUST-14841,2024-04-09 19:00:00,2024-04-12 19:00:00,2024-04-21 19:00:00,9,2273.19,1535.94,1.48,10.4_fraud,1,1,0,1,1,0.6595,1
DSP-2024-1507,ORD-800507,CUST-35772,2024-04-06 20:00:00,2024-04-09 20:00:00,2024-04-21 20:00:00,12,2605.69,2084.55,1.25,12.6_duplicate,0,0,1,1,0,0.3434,0
DSP-2024-1417,ORD-800417,CUST-64165,2024-03-20 08:00:00,2024-03-26 08:00:00,2024-04-22 08:00:00,27,984.42,2050.88,0.48,10.4_fraud,1,1,1,0,1,0.6101,1
DSP-2024-1428,ORD-800428,CUST-11160,2024-03-21 09:00:00,2024-03-27 09:00:00,2024-04-22 09:00:00,26,671.43,1243.38,0.54,10.4_fraud,1,1,1,0,0,0.6287,1
DSP-2024-1493,ORD-800493,CUST-32099,2024-04-03 10:00:00,2024-04-07 10:00:00,2024-04-22 10:00:00,15,13163.34,11546.79,1.14,10.4_fraud,1,1,0,1,0,0.6297,1
DSP-2024-1472,ORD-800472,CUST-89834,2024-03-29 12:00:00,2024-03-31 12:00:00,2024-04-22 12:00:00,22,9714.14,4670.26,2.08,13.1_not_received,0,1,0,0,1,0.0538,0
DSP-2024-1467,ORD-800467,CUST-46157,2024-03-30 12:00:00,2024-04-05 12:00:00,2024-04-22 12:00:00,17,3515.36,2881.44,1.22,10.4_fraud,1,1,0,1,1,0.8604,1
DSP-2024-1525,ORD-800525,CUST-15079,2024-04-10 12:00:00,2024-04-16 12:00:00,2024-04-22 12:00:00,6,327.53,992.5,0.33,12.6_duplicate,1,0,1,1,0,0.2477,0
DSP-2024-1464,ORD-800464,CUST-97231,2024-03-27 16:00:00,2024-04-01 16:00:00,2024-04-22 16:00:00,21,10959.2,9529.74,1.15,10.4_fraud,1,1,1,1,1,0.9266,1
DSP-2024-1562,ORD-800562,CUST-20223,2024-04-16 17:00:00,2024-04-21 17:00:00,2024-04-22 17:00:00,1,911.26,1199.03,0.76,10.4_fraud,1,1,1,1,1,0.9538,1
DSP-2024-1550,ORD-800550,CUST-33401,2024-04-14 17:00:00,2024-04-17 17:00:00,2024-04-22 17:00:00,5,3138.04,3017.35,1.04,13.1_not_received,1,1,0,1,0,0.0609,0
DSP-2024-1530,ORD-800530,CUST-60185,2024-04-10 17:00:00,2024-04-16 17:00:00,2024-04-22 17:00:00,6,1155.55,1216.37,0.95,13.3_not_as_described,1,1,1,1,1,0.7844,1
DSP-2024-1402,ORD-800402,CUST-88553,2024-03-16 20:00:00,2024-03-18 20:00:00,2024-04-22 20:00:00,35,1902.57,2113.97,0.9,10.4_fraud,1,0,1,1,0,0.0742,0
DSP-2024-1463,ORD-800463,CUST-97616,2024-03-27 11:00:00,2024-03-29 11:00:00,2024-04-23 11:00:00,25,1452.47,1669.51,0.87,10.4_fraud,1,1,0,1,1,0.7699,1
DSP-2024-1485,ORD-800485,CUST-89082,2024-04-01 12:00:00,2024-04-03 12:00:00,2024-04-23 12:00:00,20,1076.34,1266.28,0.85,12.6_duplicate,1,0,1,1,0,0.37,0
DSP-2024-1583,ORD-800583,CUST-94046,2024-04-18 13:00:00,2024-04-21 13:00:00,2024-04-23 13:00:00,2,3362.18,1436.83,2.34,10.4_fraud,1,1,0,1,1,0.7078,1
DSP-2024-1468,ORD-800468,CUST-96103,2024-03-28 15:00:00,2024-04-03 15:00:00,2024-04-23 15:00:00,20,2918.03,2701.88,1.08,13.1_not_received,0,1,1,1,0,0.8704,1
DSP-2024-1481,ORD-800481,CUST-79072,2024-03-31 10:00:00,2024-04-05 10:00:00,2024-04-24 10:00:00,19,5722.96,1876.38,3.05,12.6_duplicate,0,1,1,1,0,0.3267,0
DSP-2024-1491,ORD-800491,CUST-19596,2024-04-01 14:00:00,2024-04-04 14:00:00,2024-04-24 14:00:00,20,1013.65,810.92,1.25,10.4_fraud,1,1,1,1,0,0.7891,1
DSP-2024-1513,ORD-800513,CUST-80022,2024-04-07 14:00:00,2024-04-13 14:00:00,2024-04-24 14:00:00,11,5293.46,1613.86,3.28,13.3_not_as_described,0,1,1,1,0,0.1776,0
DSP-2024-1556,ORD-800556,CUST-87228,2024-04-13 17:00:00,2024-04-18 17:00:00,2024-04-24 17:00:00,6,1649.2,2259.18,0.73,13.1_not_received,1,1,1,1,0,0.8158,1
DSP-2024-1291,ORD-800291,CUST-22126,2024-02-26 17:00:00,2024-03-03 17:00:00,2024-04-24 17:00:00,52,2259.17,2596.75,0.87,10.4_fraud,1,1,0,1,0,0.7365,1
DSP-2024-1549,ORD-800549,CUST-74541,2024-04-12 20:00:00,2024-04-18 20:00:00,2024-04-24 20:00:00,6,913.7,830.64,1.1,10.4_fraud,1,1,1,1,0,0.8775,1
DSP-2024-1578,ORD-800578,CUST-48397,2024-04-19 21:00:00,2024-04-21 21:00:00,2024-04-24 21:00:00,3,919.0,928.28,0.99,13.3_not_as_described,1,1,0,1,1,0.5273,1
DSP-2024-1559,ORD-800559,CUST-49963,2024-04-16 09:00:00,2024-04-18 09:00:00,2024-04-25 09:00:00,7,644.06,836.44,0.77,10.4_fraud,1,0,1,1,1,0.2383,0
DSP-2024-1575,ORD-800575,CUST-83062,2024-04-18 10:00:00,2024-04-23 10:00:00,2024-04-25 10:00:00,2,2141.35,1862.04,1.15,13.3_not_as_described,0,1,0,1,1,0.8259,1
DSP-2024-1354,ORD-800354,CUST-13190,2024-03-08 13:00:00,2024-03-10 13:00:00,2024-04-25 13:00:00,46,3373.16,1613.95,2.09,13.1_not_received,0,1,0,1,1,0.048,0
DSP-2024-1444,ORD-800444,CUST-15355,2024-03-24 14:00:00,2024-03-27 14:00:00,2024-04-25 14:00:00,29,1170.7,1377.3,0.85,13.1_not_received,1,1,0,0,0,0.0214,0
DSP-2024-1250,ORD-800250,CUST-81186,2024-02-17 08:00:00,2024-02-22 08:00:00,2024-04-26 08:00:00,64,4321.66,1346.31,3.21,13.1_not_received,0,1,0,0,0,0.0213,0
DSP-2024-1528,ORD-800528,CUST-70635,2024-04-09 09:00:00,2024-04-14 09:00:00,2024-04-26 09:00:00,12,2758.46,2298.72,1.2,10.4_fraud,0,1,1,1,0,0.1129,0
DSP-2024-1521,ORD-800521,CUST-96785,2024-04-08 13:00:00,2024-04-14 13:00:00,2024-04-26 13:00:00,12,2549.03,1975.99,1.29,13.1_not_received,1,1,0,1,1,0.1434,0
DSP-2024-1565,ORD-800565,CUST-13729,2024-04-15 16:00:00,2024-04-19 16:00:00,2024-04-26 16:00:00,7,2147.93,2413.4,0.89,13.3_not_as_described,0,1,0,1,0,0.3705,0
DSP-2024-1515,ORD-800515,CUST-10528,2024-04-08 18:00:00,2024-04-13 18:00:00,2024-04-26 18:00:00,13,2004.96,1946.56,1.03,13.1_not_received,0,1,0,1,0,0.0502,0
DSP-2024-1461,ORD-800461,CUST-61369,2024-03-28 20:00:00,2024-04-02 20:00:00,2024-04-26 20:00:00,24,2247.96,5109.01,0.44,13.3_not_as_described,0,1,1,1,1,0.6505,1
DSP-2024-1497,ORD-800497,CUST-15608,2024-04-03 20:00:00,2024-04-08 20:00:00,2024-04-26 20:00:00,18,3436.54,3336.45,1.03,12.6_duplicate,0,1,1,1,0,0.374,0
DSP-2024-1448,ORD-800448,CUST-38451,2024-03-26 08:00:00,2024-03-29 08:00:00,2024-04-27 08:00:00,29,581.81,1454.53,0.4,10.4_fraud,0,1,1,0,1,0.1299,0
DSP-2024-1406,ORD-800406,CUST-22002,2024-03-16 20:00:00,2024-03-22 20:00:00,2024-04-27 20:00:00,36,2282.16,1342.45,1.7,10.4_fraud,1,1,1,1,1,0.9438,1
DSP-2024-1536,ORD-800536,CUST-60572,2024-04-12 09:00:00,2024-04-18 09:00:00,2024-04-28 09:00:00,10,1037.78,1104.02,0.94,13.1_not_received,0,1,0,0,1,0.0448,0
DSP-2024-1570,ORD-800570,CUST-63900,2024-04-17 09:00:00,2024-04-21 09:00:00,2024-04-28 09:00:00,7,1955.71,2149.13,0.91,10.4_fraud,1,0,1,1,1,0.0905,0
DSP-2024-1484,ORD-800484,CUST-89810,2024-03-31 10:00:00,2024-04-02 10:00:00,2024-04-28 10:00:00,26,1577.5,1348.29,1.17,10.4_fraud,0,1,0,1,1,0.1259,0
DSP-2024-1456,ORD-800456,CUST-34561,2024-03-27 15:00:00,2024-03-30 15:00:00,2024-04-28 15:00:00,29,760.75,1408.8,0.54,12.6_duplicate,1,1,1,0,0,0.3362,0
DSP-2024-1586,ORD-800586,CUST-27215,2024-04-20 16:00:00,2024-04-24 16:00:00,2024-04-28 16:00:00,4,6528.53,2927.59,2.23,10.4_fraud,1,1,1,1,0,0.8858,1
DSP-2024-1561,ORD-800561,CUST-55434,2024-04-16 08:00:00,2024-04-21 08:00:00,2024-04-29 08:00:00,8,2352.83,2329.53,1.01,10.4_fraud,1,1,1,1,1,0.9223,1
DSP-2024-1538,ORD-800538,CUST-43541,2024-04-12 10:00:00,2024-04-17 10:00:00,2024-04-29 10:00:00,12,10953.6,4041.92,2.71,10.4_fraud,1,1,0,1,0,0.637,1
DSP-2024-1589,ORD-800589,CUST-95587,2024-04-21 18:00:00,2024-04-26 18:00:00,2024-04-29 18:00:00,3,5574.81,1639.65,3.4,10.4_fraud,1,1,1,0,0,0.3437,0
DSP-2024-1238,ORD-800238,CUST-84286,2024-02-16 18:00:00,2024-02-21 18:00:00,2024-04-29 18:00:00,68,4533.49,4317.61,1.05,13.1_not_received,0,1,1,0,0,0.8211,1
DSP-2024-1539,ORD-800539,CUST-93816,2024-04-12 19:00:00,2024-04-18 19:00:00,2024-04-29 19:00:00,11,1649.31,4457.59,0.37,10.4_fraud,1,0,1,0,1,0.1755,0
DSP-2024-1510,ORD-800510,CUST-22823,2024-04-07 10:00:00,2024-04-13 10:00:00,2024-04-30 10:00:00,17,1976.72,1661.11,1.19,10.4_fraud,1,1,1,1,0,0.9047,1
DSP-2024-1288,ORD-800288,CUST-81051,2024-02-24 11:00:00,2024-02-27 11:00:00,2024-04-30 11:00:00,63,2714.8,2225.25,1.22,10.4_fraud,0,1,1,1,1,0.1548,0
DSP-2024-1572,ORD-800572,CUST-10440,2024-04-17 11:00:00,2024-04-22 11:00:00,2024-04-30 11:00:00,8,3071.52,2362.71,1.3,13.3_not_as_described,0,1,0,1,1,0.6619,1
DSP-2024-1598,ORD-800598,CUST-94482,2024-04-21 12:00:00,2024-04-24 12:00:00,2024-04-30 12:00:00,6,2718.7,2892.23,0.94,13.3_not_as_described,1,1,1,1,1,0.6629,1
DSP-2024-1587,ORD-800587,CUST-70664,2024-04-19 13:00:00,2024-04-23 13:00:00,2024-04-30 13:00:00,7,3621.82,2920.82,1.24,10.4_fraud,0,1,0,1,1,0.1951,0
DSP-2024-1569,ORD-800569,CUST-38522,2024-04-17 15:00:00,2024-04-22 15:00:00,2024-04-30 15:00:00,8,2608.22,4830.04,0.54,10.4_fraud,0,1,1,1,0,0.0923,0
DSP-2024-1310,ORD-800310,CUST-25620,2024-02-28 18:00:00,2024-03-01 18:00:00,2024-04-30 18:00:00,60,10995.89,10995.89,1.0,13.1_not_received,1,0,1,1,1,0.8723,1
DSP-2024-1498,ORD-800498,CUST-33382,2024-04-04 19:00:00,2024-04-10 19:00:00,2024-04-30 19:00:00,20,2093.99,2868.48,0.73,13.3_not_as_described,1,1,1,1,0,0.5288,1
